Index,champion,champion1,champion2,champion3,champion4,champion5,champion6,champion7,champion8,champion9,teamPosition,tier,top_champs_overall,wins,losses,winPct,veteran,freshBlood,hotStreak,win
3,Samira,Jax,LeeSin,Vex,Blitzcrank,Camille,Fizz,Milio,Jinx,Sejuani,BOTTOM,GOLD,"['Vayne', 'Thresh', 'Twitch']",29.0,31.0,0.483333333,False,False,True,False
4,Blitzcrank,Jax,LeeSin,Vex,Samira,Camille,Fizz,Milio,Jinx,Sejuani,UTILITY,GOLD,"['Brand', 'Nautilus', 'Lux']",17.0,19.0,0.472222222,False,True,False,False
0,Garen,Rengar,AurelionSol,Heimerdinger,Zyra,Olaf,Trundle,Zoe,Jhin,Annie,TOP,PLATINUM,"['Gragas', 'RekSai', 'Hecarim']",7.0,13.0,0.35,False,False,False,True
1,Rengar,Garen,AurelionSol,Heimerdinger,Zyra,Olaf,Trundle,Zoe,Jhin,Annie,JUNGLE,DIAMOND,"['Rengar', 'Graves', 'Udyr']",60.0,64.0,0.483870968,False,False,False,True
2,AurelionSol,Garen,Rengar,Heimerdinger,Zyra,Olaf,Trundle,Zoe,Jhin,Annie,MIDDLE,MASTER,"['Jhin', 'Chogath', 'Lucian']",63.0,46.0,0.577981651,False,True,False,True
3,Heimerdinger,Garen,Rengar,AurelionSol,Zyra,Olaf,Trundle,Zoe,Jhin,Annie,BOTTOM,MASTER,"['Heimerdinger', 'Zed', 'Lucian']",130.0,131.0,0.498084291,True,False,False,True
4,Zyra,Garen,Rengar,AurelionSol,Heimerdinger,Olaf,Trundle,Zoe,Jhin,Annie,UTILITY,SILVER,"['Akali', 'Illaoi', 'Taliyah']",3.0,5.0,0.375,False,False,False,True
0,Shen,Vi,Galio,Ezreal,Brand,KSante,JarvanIV,Ahri,Draven,Blitzcrank,TOP,MASTER,"['Jhin', 'Chogath', 'Lucian']",63.0,46.0,0.577981651,False,True,False,False
1,Vi,Shen,Galio,Ezreal,Brand,KSante,JarvanIV,Ahri,Draven,Blitzcrank,JUNGLE,DIAMOND,"['XinZhao', 'Jayce', 'Camille']",87.0,82.0,0.514792899,False,True,False,False
2,Galio,Shen,Vi,Ezreal,Brand,KSante,JarvanIV,Ahri,Draven,Blitzcrank,MIDDLE,MASTER,"['Katarina', 'Vayne', 'Malphite']",121.0,96.0,0.557603687,False,False,False,False
3,Ezreal,Shen,Vi,Galio,Brand,KSante,JarvanIV,Ahri,Draven,Blitzcrank,BOTTOM,DIAMOND,"['Yasuo', 'LeeSin', 'Blitzcrank']",230.0,245.0,0.484210526,False,False,False,False
4,Brand,Shen,Vi,Galio,Ezreal,KSante,JarvanIV,Ahri,Draven,Blitzcrank,UTILITY,DIAMOND,"['Pyke', 'Yasuo', 'Thresh']",73.0,53.0,0.579365079,False,False,False,False
0,Urgot,Zac,Annie,Tristana,Thresh,Riven,Vi,Syndra,Veigar,Xerath,TOP,MASTER,"['Urgot', 'Viktor', 'Garen']",249.0,240.0,0.509202454,False,True,False,False
1,Zac,Urgot,Annie,Tristana,Thresh,Riven,Vi,Syndra,Veigar,Xerath,JUNGLE,DIAMOND,"['Zac', 'Graves', 'Brand']",91.0,99.0,0.478947368,False,False,False,False
2,Annie,Urgot,Zac,Tristana,Thresh,Riven,Vi,Syndra,Veigar,Xerath,MIDDLE,DIAMOND,"['Blitzcrank', 'Alistar', 'Xerath']",54.0,64.0,0.457627119,False,False,False,False
3,Tristana,Urgot,Zac,Annie,Thresh,Riven,Vi,Syndra,Veigar,Xerath,BOTTOM,DIAMOND,"['Tristana', 'Xayah', 'Jinx']",61.0,34.0,0.642105263,False,False,False,False
4,Thresh,Urgot,Zac,Annie,Tristana,Riven,Vi,Syndra,Veigar,Xerath,UTILITY,MASTER,"['Rakan', 'Kaisa', 'Thresh']",190.0,162.0,0.539772727,False,True,False,False
0,Aatrox,Vi,Gragas,Jinx,Milio,Jax,Evelynn,Talon,Samira,Thresh,TOP,MASTER,"['Aatrox', 'Sett', 'Sion']",116.0,105.0,0.524886878,False,False,False,False
1,Vi,Aatrox,Gragas,Jinx,Milio,Jax,Evelynn,Talon,Samira,Thresh,JUNGLE,MASTER,"['Jhin', 'Chogath', 'Lucian']",63.0,46.0,0.577981651,False,True,False,False
2,Gragas,Aatrox,Vi,Jinx,Milio,Jax,Evelynn,Talon,Samira,Thresh,MIDDLE,MASTER,"['Qiyana', 'Syndra', 'AurelionSol']",444.0,382.0,0.537530266,True,False,False,False
4,Milio,Aatrox,Vi,Gragas,Jinx,Jax,Evelynn,Talon,Samira,Thresh,UTILITY,MASTER,"['Thresh', 'Vayne', 'Yasuo']",353.0,287.0,0.5515625,True,False,False,False
0,Malphite,Fiddlesticks,TwistedFate,MissFortune,Thresh,Singed,Graves,Cassiopeia,Vayne,Nautilus,TOP,MASTER,"['Jhin', 'Chogath', 'Lucian']",63.0,46.0,0.577981651,False,True,False,False
1,Fiddlesticks,Malphite,TwistedFate,MissFortune,Thresh,Singed,Graves,Cassiopeia,Vayne,Nautilus,JUNGLE,MASTER,"['Shyvana', 'Volibear', 'Warwick']",89.0,84.0,0.514450867,False,False,True,False
2,TwistedFate,Malphite,Fiddlesticks,MissFortune,Thresh,Singed,Graves,Cassiopeia,Vayne,Nautilus,MIDDLE,DIAMOND,"['Seraphine', 'Morgana', 'AurelionSol']",34.0,29.0,0.53968254,False,False,False,False
3,MissFortune,Malphite,Fiddlesticks,TwistedFate,Thresh,Singed,Graves,Cassiopeia,Vayne,Nautilus,BOTTOM,MASTER,"['Yasuo', 'Kaisa', 'LeeSin']",113.0,103.0,0.523148148,False,True,False,False
4,Thresh,Malphite,Fiddlesticks,TwistedFate,MissFortune,Singed,Graves,Cassiopeia,Vayne,Nautilus,UTILITY,MASTER,"['Thresh', 'Janna', 'Karma']",129.0,123.0,0.511904762,True,False,True,False
0,Shen,Kindred,Ahri,Kaisa,Annie,Aatrox,MonkeyKing,Xerath,Varus,Sett,TOP,MASTER,"['Jhin', 'Chogath', 'Lucian']",63.0,46.0,0.577981651,False,True,False,True
2,Ahri,Shen,Kindred,Kaisa,Annie,Aatrox,MonkeyKing,Xerath,Varus,Sett,MIDDLE,MASTER,"['Viktor', 'Orianna', 'Azir']",81.0,65.0,0.554794521,False,False,True,True
3,Kaisa,Shen,Kindred,Ahri,Annie,Aatrox,MonkeyKing,Xerath,Varus,Sett,BOTTOM,MASTER,"['Vayne', 'Lucian', 'Kaisa']",126.0,125.0,0.501992032,False,False,False,True
4,Annie,Shen,Kindred,Ahri,Kaisa,Aatrox,MonkeyKing,Xerath,Varus,Sett,UTILITY,PLATINUM,"['Draven', 'Lucian', 'Blitzcrank']",4.0,9.0,0.307692308,False,False,False,True
0,KSante,Sejuani,Talon,Caitlyn,Brand,Jax,Khazix,Viktor,Zeri,Soraka,TOP,MASTER,"['Jhin', 'Chogath', 'Lucian']",63.0,46.0,0.577981651,False,True,False,False
1,Sejuani,KSante,Talon,Caitlyn,Brand,Jax,Khazix,Viktor,Zeri,Soraka,JUNGLE,BRONZE,"['Sona', 'Sivir', 'Tristana']",6.0,18.0,0.25,False,False,False,False
2,Talon,KSante,Sejuani,Caitlyn,Brand,Jax,Khazix,Viktor,Zeri,Soraka,MIDDLE,DIAMOND,"['Akshan', 'Kassadin', 'Vladimir']",129.0,116.0,0.526530612,False,False,False,False
3,Caitlyn,KSante,Sejuani,Talon,Brand,Jax,Khazix,Viktor,Zeri,Soraka,BOTTOM,SILVER,"['Volibear', 'Jinx', 'Nasus']",8.0,9.0,0.470588235,False,False,True,False
1,RekSai,Darius,Talon,KogMaw,Annie,Ziggs,Amumu,Varus,Jayce,Milio,JUNGLE,GOLD,"['Katarina', 'LeeSin', 'Annie']",37.0,32.0,0.536231884,False,False,False,False
3,KogMaw,Darius,RekSai,Talon,Annie,Ziggs,Amumu,Varus,Jayce,Milio,BOTTOM,SILVER,"['MissFortune', 'Caitlyn', 'Varus']",9.0,11.0,0.45,False,False,False,False
4,Annie,Darius,RekSai,Talon,KogMaw,Ziggs,Amumu,Varus,Jayce,Milio,UTILITY,BRONZE,"['Ahri', 'Yasuo', 'Leona']",17.0,13.0,0.566666667,False,False,False,False
0,Akshan,Hecarim,Annie,Twitch,Blitzcrank,Zoe,Fiora,Evelynn,Kaisa,Nautilus,TOP,MASTER,"['Yasuo', 'Yone', 'Kaisa']",157.0,134.0,0.5395189,False,False,True,True
1,Hecarim,Akshan,Annie,Twitch,Blitzcrank,Zoe,Fiora,Evelynn,Kaisa,Nautilus,JUNGLE,MASTER,"['Khazix', 'Elise', 'RekSai']",56.0,42.0,0.571428571,False,False,False,True
2,Annie,Akshan,Hecarim,Twitch,Blitzcrank,Zoe,Fiora,Evelynn,Kaisa,Nautilus,MIDDLE,DIAMOND,"['Yasuo', 'Orianna', 'Caitlyn']",59.0,62.0,0.487603306,False,False,False,True
3,Twitch,Akshan,Hecarim,Annie,Blitzcrank,Zoe,Fiora,Evelynn,Kaisa,Nautilus,BOTTOM,PLATINUM,"['Draven', 'Lucian', 'Ezreal']",27.0,23.0,0.54,False,False,False,True
4,Blitzcrank,Akshan,Hecarim,Annie,Twitch,Zoe,Fiora,Evelynn,Kaisa,Nautilus,UTILITY,MASTER,"['Blitzcrank', 'Leona', 'Alistar']",81.0,79.0,0.50625,True,False,True,True
0,Riven,LeeSin,Lissandra,Twitch,Lulu,Sett,Vi,Cassiopeia,Varus,Thresh,TOP,MASTER,"['Riven', 'AurelionSol', 'Yasuo']",315.0,299.0,0.513029316,False,True,False,True
1,LeeSin,Riven,Lissandra,Twitch,Lulu,Sett,Vi,Cassiopeia,Varus,Thresh,JUNGLE,DIAMOND,"['LeeSin', 'Sylas', 'Gragas']",39.0,16.0,0.709090909,False,True,False,True
2,Lissandra,Riven,LeeSin,Twitch,Lulu,Sett,Vi,Cassiopeia,Varus,Thresh,MIDDLE,DIAMOND,"['Yasuo', 'Orianna', 'Caitlyn']",59.0,62.0,0.487603306,False,False,False,True
3,Twitch,Riven,LeeSin,Lissandra,Lulu,Sett,Vi,Cassiopeia,Varus,Thresh,BOTTOM,PLATINUM,"['Draven', 'Lucian', 'Ezreal']",27.0,23.0,0.54,False,False,False,True
4,Lulu,Riven,LeeSin,Lissandra,Twitch,Sett,Vi,Cassiopeia,Varus,Thresh,UTILITY,GOLD,"['Camille', 'Lissandra', 'Leblanc']",8.0,4.0,0.666666667,False,False,False,True
0,Ezreal,JarvanIV,Lulu,Fiora,Orianna,TahmKench,Milio,Kassadin,LeeSin,Jhin,BOTTOM,DIAMOND,"['Ekko', 'Graves', 'Pyke']",45.0,40.0,0.529411765,False,True,True,False
1,JarvanIV,Ezreal,Lulu,Fiora,Orianna,TahmKench,Milio,Kassadin,LeeSin,Jhin,JUNGLE,SILVER,"['Darius', 'LeeSin', 'Samira']",5.0,5.0,0.5,False,False,False,False
2,Lulu,Ezreal,JarvanIV,Fiora,Orianna,TahmKench,Milio,Kassadin,LeeSin,Jhin,UTILITY,GOLD,"['Lulu', 'Janna', 'Yuumi']",47.0,49.0,0.489583333,False,False,False,False
3,Fiora,Ezreal,JarvanIV,Lulu,Orianna,TahmKench,Milio,Kassadin,LeeSin,Jhin,TOP,PLATINUM,"['Rengar', 'Graves', 'LeeSin']",10.0,6.0,0.625,False,False,False,False
4,Orianna,Ezreal,JarvanIV,Lulu,Fiora,TahmKench,Milio,Kassadin,LeeSin,Jhin,MIDDLE,SILVER,"['Morgana', 'Orianna', 'Ezreal']",4.0,6.0,0.4,False,False,False,False
0,Morgana,Samira,Vladimir,Warwick,Riven,Elise,Fiora,Pyke,Jinx,AurelionSol,UTILITY,SILVER,"['Bard', 'Thresh', 'Kindred']",7.0,6.0,0.538461538,False,False,False,False
1,Samira,Morgana,Vladimir,Warwick,Riven,Elise,Fiora,Pyke,Jinx,AurelionSol,BOTTOM,BRONZE,"['Qiyana', 'Zoe', 'Ivern']",4.0,9.0,0.307692308,False,True,False,False
2,Vladimir,Morgana,Samira,Warwick,Riven,Elise,Fiora,Pyke,Jinx,AurelionSol,MIDDLE,DIAMOND,"['Yasuo', 'Orianna', 'Caitlyn']",59.0,62.0,0.487603306,False,False,False,False
3,Warwick,Morgana,Samira,Vladimir,Riven,Elise,Fiora,Pyke,Jinx,AurelionSol,JUNGLE,GOLD,"['LeeSin', 'Kayn', 'Yasuo']",30.0,29.0,0.508474576,False,False,False,False
4,Riven,Morgana,Samira,Vladimir,Warwick,Elise,Fiora,Pyke,Jinx,AurelionSol,TOP,GOLD,"['Jhin', 'Bard', 'Kaisa']",10.0,15.0,0.4,False,False,False,False
0,Kennen,Yone,Zac,Caitlyn,Zilean,Shen,Vayne,Annie,Jinx,Sona,TOP,MASTER,"['Gragas', 'Trundle', 'Lucian']",87.0,68.0,0.561290323,False,True,False,True
1,Yone,Kennen,Zac,Caitlyn,Zilean,Shen,Vayne,Annie,Jinx,Sona,MIDDLE,MASTER,"['Kayn', 'Hecarim', 'Yasuo']",487.0,459.0,0.514799154,False,False,False,True
3,Caitlyn,Kennen,Yone,Zac,Zilean,Shen,Vayne,Annie,Jinx,Sona,BOTTOM,DIAMOND,"['Sylas', 'Galio', 'Akali']",180.0,200.0,0.473684211,False,False,False,True
4,Zilean,Kennen,Yone,Zac,Caitlyn,Shen,Vayne,Annie,Jinx,Sona,UTILITY,DIAMOND,"['Bard', 'Zilean', 'Caitlyn']",189.0,144.0,0.567567568,False,True,False,True
0,Zoe,Olaf,Lissandra,Draven,Morgana,Gragas,Vi,Yone,Caitlyn,Pyke,TOP,MASTER,"['Zoe', 'Malzahar', 'Mordekaiser']",136.0,147.0,0.480565371,False,True,False,True
1,Olaf,Zoe,Lissandra,Draven,Morgana,Gragas,Vi,Yone,Caitlyn,Pyke,JUNGLE,MASTER,"['LeeSin', 'Janna', 'Pyke']",173.0,171.0,0.502906977,False,False,True,True
2,Lissandra,Zoe,Olaf,Draven,Morgana,Gragas,Vi,Yone,Caitlyn,Pyke,MIDDLE,DIAMOND,"['Yasuo', 'Orianna', 'Caitlyn']",59.0,62.0,0.487603306,False,False,False,True
3,Draven,Zoe,Olaf,Lissandra,Morgana,Gragas,Vi,Yone,Caitlyn,Pyke,BOTTOM,PLATINUM,"['Draven', 'Lucian', 'Ezreal']",27.0,23.0,0.54,False,False,False,True
4,Morgana,Zoe,Olaf,Lissandra,Draven,Gragas,Vi,Yone,Caitlyn,Pyke,UTILITY,MASTER,"['Morgana', 'Lulu', 'Thresh']",118.0,129.0,0.477732794,False,False,False,True
0,Chogath,Viego,AurelionSol,Lucian,Yuumi,Vayne,Gragas,Qiyana,Caitlyn,Annie,TOP,SILVER,"['Akali', 'Lux', 'Katarina']",48.0,59.0,0.448598131,False,False,True,True
1,Viego,Chogath,AurelionSol,Lucian,Yuumi,Vayne,Gragas,Qiyana,Caitlyn,Annie,JUNGLE,GOLD,"['Jhin', 'Bard', 'Kaisa']",10.0,15.0,0.4,False,False,False,True
2,AurelionSol,Chogath,Viego,Lucian,Yuumi,Vayne,Gragas,Qiyana,Caitlyn,Annie,MIDDLE,PLATINUM,"['Teemo', 'Darius', 'Diana']",144.0,132.0,0.52173913,False,True,False,True
3,Lucian,Chogath,Viego,AurelionSol,Yuumi,Vayne,Gragas,Qiyana,Caitlyn,Annie,BOTTOM,DIAMOND,"['Yasuo', 'Orianna', 'Caitlyn']",59.0,62.0,0.487603306,False,False,False,True
4,Yuumi,Chogath,Viego,AurelionSol,Lucian,Vayne,Gragas,Qiyana,Caitlyn,Annie,UTILITY,GOLD,"['Veigar', 'Katarina', 'Thresh']",16.0,18.0,0.470588235,False,True,False,True
0,Gangplank,Rengar,Qiyana,Draven,Karma,Garen,Lillia,Ezreal,Jhin,Thresh,TOP,GOLD,"['Zilean', 'Thresh', 'Nunu']",25.0,30.0,0.454545455,False,False,False,False
2,Qiyana,Gangplank,Rengar,Draven,Karma,Garen,Lillia,Ezreal,Jhin,Thresh,MIDDLE,PLATINUM,"['Riven', 'Kaisa', 'Vayne']",25.0,30.0,0.454545455,False,False,False,False
3,Draven,Gangplank,Rengar,Qiyana,Karma,Garen,Lillia,Ezreal,Jhin,Thresh,BOTTOM,GOLD,"['Katarina', 'Ashe', 'Zeri']",13.0,16.0,0.448275862,False,True,False,False
4,Karma,Gangplank,Rengar,Qiyana,Draven,Garen,Lillia,Ezreal,Jhin,Thresh,UTILITY,MASTER,"['Camille', 'Mordekaiser', 'Aatrox']",80.0,92.0,0.465116279,False,True,True,False
0,Teemo,Nunu,Fizz,Jhin,Yuumi,Riven,Vi,Kassadin,Zeri,Renata,TOP,BRONZE,"['Teemo', 'DrMundo', 'Yuumi']",5.0,5.0,0.5,False,False,False,False
1,Nunu,Teemo,Fizz,Jhin,Yuumi,Riven,Vi,Kassadin,Zeri,Renata,JUNGLE,GOLD,"['Riven', 'Yasuo', 'LeeSin']",22.0,25.0,0.468085106,False,False,False,False
2,Fizz,Teemo,Nunu,Jhin,Yuumi,Riven,Vi,Kassadin,Zeri,Renata,MIDDLE,PLATINUM,"['LeeSin', 'Graves', 'Jhin']",48.0,56.0,0.461538462,False,False,False,False
3,Jhin,Teemo,Nunu,Fizz,Yuumi,Riven,Vi,Kassadin,Zeri,Renata,BOTTOM,SILVER,"['Kassadin', 'Zed', 'Mordekaiser']",63.0,65.0,0.4921875,False,False,False,False
4,Yuumi,Teemo,Nunu,Fizz,Jhin,Riven,Vi,Kassadin,Zeri,Renata,UTILITY,BRONZE,"['Nami', 'Yuumi', 'Soraka']",63.0,48.0,0.567567568,False,False,False,False
2,Vladimir,Riven,Shaco,Caitlyn,Veigar,Gwen,Nocturne,AurelionSol,Jhin,Senna,MIDDLE,DIAMOND,"['Yasuo', 'Orianna', 'Caitlyn']",59.0,62.0,0.487603306,False,False,False,True
3,Caitlyn,Riven,Shaco,Vladimir,Veigar,Gwen,Nocturne,AurelionSol,Jhin,Senna,BOTTOM,BRONZE,"['Lux', 'Yuumi', 'Pyke']",10.0,12.0,0.454545455,False,False,False,True
4,Veigar,Riven,Shaco,Vladimir,Caitlyn,Gwen,Nocturne,AurelionSol,Jhin,Senna,UTILITY,GOLD,"['Veigar', 'Katarina', 'Thresh']",16.0,18.0,0.470588235,False,True,False,True
0,Gragas,Sejuani,Sylas,Zeri,Teemo,Mordekaiser,JarvanIV,Ezreal,Jhin,Soraka,TOP,PLATINUM,"['Sett', 'Mordekaiser', 'Sylas']",80.0,65.0,0.551724138,False,False,False,False
1,Sejuani,Gragas,Sylas,Zeri,Teemo,Mordekaiser,JarvanIV,Ezreal,Jhin,Soraka,JUNGLE,SILVER,"['Katarina', 'Thresh', 'Jinx']",11.0,13.0,0.458333333,False,False,False,False
3,Zeri,Gragas,Sejuani,Sylas,Teemo,Mordekaiser,JarvanIV,Ezreal,Jhin,Soraka,BOTTOM,DIAMOND,"['Seraphine', 'Lux', 'Ahri']",125.0,119.0,0.512295082,False,False,False,False
0,KSante,Nocturne,Sylas,Xayah,Rakan,Kled,Udyr,Annie,Jhin,Pyke,TOP,DIAMOND,"['Ekko', 'Kassadin', 'Jayce']",112.0,113.0,0.497777778,False,False,False,False
1,Nocturne,KSante,Sylas,Xayah,Rakan,Kled,Udyr,Annie,Jhin,Pyke,JUNGLE,MASTER,"['Ekko', 'Hecarim', 'Nautilus']",64.0,59.0,0.520325203,False,False,False,False
2,Sylas,KSante,Nocturne,Xayah,Rakan,Kled,Udyr,Annie,Jhin,Pyke,MIDDLE,DIAMOND,"['Ekko', 'Kassadin', 'Jayce']",31.0,40.0,0.436619718,False,False,False,False
3,Xayah,KSante,Nocturne,Sylas,Rakan,Kled,Udyr,Annie,Jhin,Pyke,BOTTOM,DIAMOND,"['Kaisa', 'Irelia', 'Samira']",133.0,110.0,0.547325103,False,False,False,False
4,Rakan,KSante,Nocturne,Sylas,Xayah,Kled,Udyr,Annie,Jhin,Pyke,UTILITY,DIAMOND,"['Janna', 'Leona', 'Sona']",189.0,201.0,0.484615385,False,False,False,False
0,Zed,LeeSin,Taliyah,Nilah,Annie,Jax,Gragas,Qiyana,Varus,Blitzcrank,TOP,GOLD,"['TwistedFate', 'Zed', 'Jhin']",14.0,7.0,0.666666667,False,False,False,True
1,LeeSin,Zed,Taliyah,Nilah,Annie,Jax,Gragas,Qiyana,Varus,Blitzcrank,JUNGLE,GOLD,"['Ezreal', 'Zeri', 'LeeSin']",14.0,8.0,0.636363636,False,False,False,True
2,Taliyah,Zed,LeeSin,Nilah,Annie,Jax,Gragas,Qiyana,Varus,Blitzcrank,MIDDLE,PLATINUM,"['Zed', 'Akali', 'Gangplank']",9.0,5.0,0.642857143,False,True,False,True
3,Nilah,Zed,LeeSin,Taliyah,Annie,Jax,Gragas,Qiyana,Varus,Blitzcrank,BOTTOM,PLATINUM,"['Zed', 'Viego', 'Yasuo']",79.0,61.0,0.564285714,False,False,False,True
4,Annie,Zed,LeeSin,Taliyah,Nilah,Jax,Gragas,Qiyana,Varus,Blitzcrank,UTILITY,GOLD,"['Zilean', 'Morgana', 'Amumu']",75.0,82.0,0.477707006,False,False,False,True
1,MasterYi,Mordekaiser,Katarina,Ezreal,Senna,Jax,Gragas,Samira,Qiyana,Taric,JUNGLE,SILVER,"['Vayne', 'Graves', 'Lucian']",50.0,51.0,0.495049505,False,False,False,False
2,Katarina,Mordekaiser,MasterYi,Ezreal,Senna,Jax,Gragas,Samira,Qiyana,Taric,MIDDLE,SILVER,"['Thresh', 'Yasuo', 'Darius']",21.0,21.0,0.5,False,False,False,False
3,Ezreal,Mordekaiser,MasterYi,Katarina,Senna,Jax,Gragas,Samira,Qiyana,Taric,BOTTOM,SILVER,"['Orianna', 'Gangplank', 'Rengar']",16.0,27.0,0.372093023,False,False,False,False
4,Senna,Mordekaiser,MasterYi,Katarina,Ezreal,Jax,Gragas,Samira,Qiyana,Taric,UTILITY,PLATINUM,"['Vayne', 'Ezreal', 'Draven']",46.0,38.0,0.547619048,False,False,False,False
1,LeeSin,Mordekaiser,Karthus,Singed,Nunu,Riven,Rammus,Katarina,Ashe,Yuumi,JUNGLE,GOLD,"['Ekko', 'LeeSin', 'Aphelios']",19.0,19.0,0.5,False,False,False,False
0,Teemo,Nocturne,Viego,Jinx,Zoe,Riven,Nidalee,Qiyana,Yasuo,Yuumi,TOP,GOLD,"['Anivia', 'AurelionSol', 'Twitch']",8.0,2.0,0.8,False,False,False,False
1,Nocturne,Teemo,Viego,Jinx,Zoe,Riven,Nidalee,Qiyana,Yasuo,Yuumi,JUNGLE,SILVER,"['Pantheon', 'Velkoz', 'Malphite']",8.0,7.0,0.533333333,False,False,False,False
2,Viego,Teemo,Nocturne,Jinx,Zoe,Riven,Nidalee,Qiyana,Yasuo,Yuumi,MIDDLE,GOLD,"['Bard', 'Udyr', 'Viego']",19.0,9.0,0.678571429,False,False,False,False
4,Zoe,Teemo,Nocturne,Viego,Jinx,Riven,Nidalee,Qiyana,Yasuo,Yuumi,UTILITY,GOLD,"['Thresh', 'Bard', 'Gragas']",8.0,2.0,0.8,False,False,False,False
0,Irelia,Zed,Ekko,Jinx,Lulu,Gangplank,Swain,Ivern,Twitch,TahmKench,TOP,PLATINUM,"['Zed', 'Riven', 'Vayne']",74.0,44.0,0.627118644,False,False,False,True
1,Zed,Irelia,Ekko,Jinx,Lulu,Gangplank,Swain,Ivern,Twitch,TahmKench,JUNGLE,PLATINUM,"['MasterYi', 'Malphite', 'Jax']",43.0,34.0,0.558441558,False,False,False,True
2,Ekko,Irelia,Zed,Jinx,Lulu,Gangplank,Swain,Ivern,Twitch,TahmKench,MIDDLE,PLATINUM,"['Fizz', 'Viktor', 'Kaisa']",42.0,17.0,0.711864407,False,False,False,True
3,Jinx,Irelia,Zed,Ekko,Lulu,Gangplank,Swain,Ivern,Twitch,TahmKench,BOTTOM,DIAMOND,"['Yasuo', 'Orianna', 'Caitlyn']",59.0,62.0,0.487603306,False,False,False,True
4,Lulu,Irelia,Zed,Ekko,Jinx,Gangplank,Swain,Ivern,Twitch,TahmKench,UTILITY,GOLD,"['Veigar', 'Katarina', 'Thresh']",16.0,18.0,0.470588235,False,True,False,True
0,Rammus,Fiora,Katarina,Lucian,Janna,Riven,Khazix,Akali,Vladimir,Zilean,JUNGLE,GOLD,"['Zilean', 'Twitch', 'Katarina']",93.0,91.0,0.505434783,False,False,False,True
2,Katarina,Rammus,Fiora,Lucian,Janna,Riven,Khazix,Akali,Vladimir,Zilean,MIDDLE,SILVER,"['Katarina', 'Volibear', 'Akali']",11.0,8.0,0.578947368,False,False,False,True
3,Lucian,Rammus,Fiora,Katarina,Janna,Riven,Khazix,Akali,Vladimir,Zilean,BOTTOM,BRONZE,"['Vayne', 'Ezreal', 'Lucian']",11.0,12.0,0.47826087,False,False,False,True
4,Janna,Rammus,Fiora,Katarina,Lucian,Riven,Khazix,Akali,Vladimir,Zilean,UTILITY,SILVER,"['Janna', 'Yuumi', 'Morgana']",9.0,6.0,0.6,False,False,False,True
0,Volibear,Kayn,Orianna,Ezreal,Janna,Aatrox,JarvanIV,Sylas,Aphelios,Lux,TOP,MASTER,"['Tryndamere', 'Volibear', 'Renekton']",251.0,240.0,0.511201629,False,False,False,False
1,Kayn,Volibear,Orianna,Ezreal,Janna,Aatrox,JarvanIV,Sylas,Aphelios,Lux,JUNGLE,DIAMOND,"['Kayn', 'Hecarim', 'Viego']",272.0,270.0,0.501845018,False,True,False,False
2,Orianna,Volibear,Kayn,Ezreal,Janna,Aatrox,JarvanIV,Sylas,Aphelios,Lux,MIDDLE,DIAMOND,"['Yasuo', 'Orianna', 'Caitlyn']",59.0,62.0,0.487603306,False,False,False,False
3,Ezreal,Volibear,Kayn,Orianna,Janna,Aatrox,JarvanIV,Sylas,Aphelios,Lux,BOTTOM,GOLD,"['Ezreal', 'Kaisa', 'Jhin']",12.0,11.0,0.52173913,False,False,False,False
4,Janna,Volibear,Kayn,Orianna,Ezreal,Aatrox,JarvanIV,Sylas,Aphelios,Lux,UTILITY,GOLD,"['Katarina', 'Lux', 'Ahri']",5.0,5.0,0.5,False,False,False,False
0,Pantheon,Belveth,Qiyana,Jinx,Zyra,Fiora,Ekko,Zed,Zeri,Yuumi,TOP,DIAMOND,"['Pantheon', 'Nasus', 'Quinn']",121.0,128.0,0.485943775,True,False,False,True
1,Belveth,Pantheon,Qiyana,Jinx,Zyra,Fiora,Ekko,Zed,Zeri,Yuumi,JUNGLE,DIAMOND,"['Sett', 'JarvanIV', 'Belveth']",264.0,252.0,0.511627907,False,True,False,True
2,Qiyana,Pantheon,Belveth,Jinx,Zyra,Fiora,Ekko,Zed,Zeri,Yuumi,MIDDLE,DIAMOND,"['Qiyana', 'Yasuo', 'Yone']",203.0,222.0,0.477647059,False,True,True,True
3,Jinx,Pantheon,Belveth,Qiyana,Zyra,Fiora,Ekko,Zed,Zeri,Yuumi,BOTTOM,MASTER,"['Lucian', 'Ezreal', 'Samira']",232.0,234.0,0.497854077,False,True,False,True
4,Zyra,Pantheon,Belveth,Qiyana,Jinx,Fiora,Ekko,Zed,Zeri,Yuumi,UTILITY,MASTER,"['Zyra', 'Maokai', 'Blitzcrank']",422.0,386.0,0.522277228,False,True,True,True
0,Olaf,Fiddlesticks,Rumble,Ashe,Rakan,Yone,Shaco,Seraphine,Jinx,Thresh,TOP,MASTER,"['Rumble', 'Olaf', 'Gangplank']",89.0,69.0,0.563291139,False,False,False,True
1,Fiddlesticks,Olaf,Rumble,Ashe,Rakan,Yone,Shaco,Seraphine,Jinx,Thresh,JUNGLE,MASTER,"['Gragas', 'Diana', 'MasterYi']",161.0,157.0,0.506289308,False,True,False,True
